tmstmp,hour,agnts,handle,ASR,cst_inter,handled,util
7/13/2023 11:41:22,11,8,9.62,21.24,0.68,273,4.38
7/13/2023 11:41:22,12,8,9.62,21.02,0.67,318,5.1
7/13/2023 11:41:22,13,8,9.62,20.03,1.03,362,5.8
7/13/2023 11:41:22,14,5,9.62,19.7,1.45,390,6.25
7/13/2023 11:41:22,15,3,9.62,19.63,2.13,408,6.54
7/13/2023 11:41:22,16,2,9.62,19.66,2.85,420,6.73
7/13/2023 11:41:22,17,1,9.62,19.74,5.0,426,6.83
7/13/2023 11:41:22,18,2,9.62,19.53,6.67,435,6.97
7/13/2023 11:41:22,19,1,9.62,19.5,10.0,441,7.07
7/13/2023 11:41:22,20,1,9.62,19.43,20.0,445,7.13
7/13/2023 11:41:22,21,1,9.62,19.39,30.0,448,7.18
7/13/2023 11:41:22,22,1,9.62,19.34,30.0,451,7.23
7/13/2023 11:41:22,23,1,9.62,19.3,30.0,454,7.28
7/13/2023 11:49:50,0,1,9.55,14.48,60.0,2,0.03
7/13/2023 11:49:50,1,1,9.55,14.4,60.0,4,0.06
7/13/2023 11:49:50,2,1,9.55,13.16,20.0,8,0.13
7/13/2023 11:49:50,3,1,9.55,14.73,10.0,14,0.22
7/13/2023 11:49:50,4,1,9.55,18.91,2.85,20,0.32
7/13/2023 11:49:50,5,3,9.55,20.98,1.42,38,0.6
7/13/2023 11:49:51,6,5,9.55,22.14,0.8,68,1.08
7/13/2023 11:49:51,7,6,9.55,22.61,0.67,104,1.66
7/13/2023 11:49:51,8,7,9.55,22.23,0.68,145,2.31
7/13/2023 11:49:51,9,7,9.55,21.79,0.73,185,2.94
7/13/2023 11:49:51,10,8,9.55,20.97,0.77,230,3.66
7/13/2023 11:49:51,11,8,9.55,20.74,0.67,275,4.38
7/13/2023 11:49:51,12,8,9.55,20.48,0.7,320,5.09
7/13/2023 11:49:51,13,8,9.55,19.71,0.95,364,5.79
7/13/2023 11:49:51,14,5,9.55,19.41,1.42,392,6.24
7/13/2023 11:49:51,15,3,9.55,19.37,2.07,410,6.53
7/13/2023 11:49:51,16,2,9.55,19.4,2.85,422,6.72
7/13/2023 11:49:51,17,1,9.55,19.49,4.28,428,6.81
7/13/2023 11:49:51,18,2,9.55,19.32,7.5,436,6.94
7/13/2023 11:49:51,19,1,9.55,19.24,12.0,442,7.04
7/13/2023 11:49:51,20,1,9.55,19.17,20.0,446,7.1
7/13/2023 11:49:51,21,1,9.55,19.13,30.0,449,7.15
7/13/2023 11:49:51,22,1,9.55,19.09,30.0,452,7.19
7/13/2023 11:49:51,23,1,9.55,19.05,30.0,455,7.24
7/13/2023 14:8:2,0,1,9.72,14.63,60.0,2,0.03
7/13/2023 14:8:2,1,1,9.72,14.64,60.0,4,0.06
7/13/2023 14:8:2,2,1,9.72,13.39,20.0,8,0.13
7/13/2023 14:8:2,3,1,9.72,13.62,12.0,14,0.23
7/13/2023 14:8:2,4,1,9.72,18.41,2.72,20,0.32
7/13/2023 14:8:2,5,3,9.72,21.22,1.35,38,0.62
7/13/2023 14:8:2,6,5,9.72,22.16,0.82,67,1.09
7/13/2023 14:8:2,7,6,9.72,22.55,0.67,101,1.64
7/13/2023 14:8:2,8,7,9.72,22.4,0.63,140,2.27
7/13/2023 14:8:2,9,7,9.72,22.07,0.7,179,2.9
7/13/2023 14:8:3,10,8,9.72,21.68,0.65,223,3.61
7/13/2023 14:8:3,11,8,9.72,21.25,0.7,267,4.32
7/13/2023 14:8:3,12,8,9.72,21.05,0.67,311,5.04
7/13/2023 14:8:3,13,8,9.72,20.22,0.97,354,5.73
7/13/2023 14:8:3,14,5,9.72,19.92,1.42,382,6.19
7/13/2023 14:8:3,15,3,9.72,19.82,2.22,399,6.46
7/13/2023 14:8:3,16,2,9.72,19.83,3.0,411,6.66
7/13/2023 14:8:3,17,1,9.72,19.92,5.0,417,6.75
7/13/2023 14:8:4,18,2,9.72,19.71,6.67,426,6.9
7/13/2023 14:8:4,19,1,9.72,19.63,12.0,432,7.0
7/13/2023 14:8:4,20,1,9.72,19.56,20.0,436,7.06
7/13/2023 14:8:4,21,1,9.72,19.51,30.0,439,7.11
7/13/2023 14:8:4,22,1,9.72,19.47,30.0,442,7.16
7/13/2023 14:8:4,23,1,9.72,19.42,30.0,445,7.21
7/13/2023 14:8:55,0,1,9.6,14.44,60.0,2,0.03
7/13/2023 14:8:55,1,1,9.6,14.4,60.0,4,0.06
7/13/2023 14:8:55,2,1,9.6,13.17,20.0,8,0.13
7/13/2023 14:8:55,3,1,9.6,14.73,10.0,14,0.22
7/13/2023 14:8:55,4,1,9.6,19.1,2.6,20,0.32
7/13/2023 14:8:55,5,3,9.6,21.69,1.27,38,0.61
7/13/2023 14:8:55,6,5,9.6,22.13,0.85,67,1.07
7/13/2023 14:8:55,7,6,9.6,22.55,0.67,102,1.63
7/13/2023 14:8:56,8,7,9.6,22.08,0.7,142,2.27
7/13/2023 14:8:56,9,7,9.6,22.19,0.62,183,2.93
7/13/2023 14:8:56,10,8,9.6,21.74,0.65,228,3.65
7/13/2023 14:8:57,11,8,9.6,21.33,0.68,273,4.37
7/13/2023 14:8:57,12,8,9.6,21.09,0.67,318,5.09
7/13/2023 14:8:58,13,8,9.6,20.45,0.87,362,5.79
7/13/2023 14:8:58,14,5,9.6,19.98,1.57,390,6.24
7/13/2023 14:8:59,15,3,9.6,19.91,2.13,408,6.53
7/13/2023 14:8:59,16,2,9.6,19.88,3.15,420,6.72
7/13/2023 14:8:59,17,1,9.6,19.96,5.0,426,6.82
7/13/2023 14:8:59,18,2,9.6,19.77,7.5,434,6.94
7/13/2023 14:9:0,19,1,9.6,19.73,10.0,440,7.04
7/13/2023 14:9:0,20,1,9.6,19.66,20.0,444,7.1
7/13/2023 14:9:1,21,1,9.6,19.62,30.0,447,7.15
7/13/2023 14:9:1,22,1,9.6,19.57,30.0,450,7.2
7/13/2023 14:9:2,23,1,9.6,19.53,30.0,453,7.25
7/13/2023 14:9:37,0,1,9.72,14.45,60.0,2,0.03
7/13/2023 14:9:37,1,1,9.72,14.47,60.0,4,0.06
7/13/2023 14:9:37,2,1,9.72,13.28,20.0,8,0.13
7/13/2023 14:9:37,3,1,9.72,15.03,10.0,14,0.23
7/13/2023 14:9:37,4,1,9.72,19.38,2.72,20,0.32
7/13/2023 14:9:37,5,3,9.72,21.53,1.38,38,0.62
7/13/2023 14:9:37,6,5,9.72,22.05,0.83,66,1.07
7/13/2023 14:9:37,7,6,9.72,21.94,0.75,99,1.6
7/13/2023 14:9:38,8,7,9.72,21.75,0.68,138,2.23
7/13/2023 14:9:38,9,7,9.72,21.62,0.68,177,2.87
7/13/2023 14:9:38,10,8,9.72,21.11,0.7,221,3.58
7/13/2023 14:9:38,11,8,9.72,20.87,0.67,265,4.29
7/13/2023 14:9:38,12,8,9.72,20.35,0.8,308,4.99
7/13/2023 14:9:39,13,8,9.72,19.75,0.9,352,5.7
7/13/2023 14:9:39,14,5,9.72,19.44,1.45,380,6.15
7/13/2023 14:9:39,15,3,9.72,19.36,2.22,397,6.43
7/13/2023 14:9:39,16,2,9.72,19.39,3.0,409,6.62
7/13/2023 14:9:39,17,1,9.72,19.49,4.6,415,6.72
7/13/2023 14:9:39,18,2,9.72,19.29,6.67,424,6.87
7/13/2023 14:9:39,19,1,9.72,19.26,10.0,430,6.96
7/13/2023 14:9:39,20,1,9.72,19.2,20.0,434,7.03
7/13/2023 14:9:39,21,1,9.72,19.15,30.0,437,7.08
7/13/2023 14:9:39,22,1,9.72,19.11,30.0,440,7.13
7/13/2023 14:9:39,23,1,9.72,19.07,30.0,443,7.17
7/13/2023 14:20:22,0,1,9.6,14.41,60.0,2,0.03
7/13/2023 14:20:22,1,1,9.6,14.39,60.0,4,0.06
7/13/2023 14:20:56,0,1,9.52,14.35,60.0,2,0.03
7/13/2023 14:20:56,1,1,9.52,14.31,60.0,4,0.06
7/13/2023 14:20:56,2,1,9.52,13.09,20.0,8,0.13
7/13/2023 14:20:56,3,1,9.52,13.2,12.0,14,0.22
7/13/2023 14:20:56,4,1,9.52,17.95,2.5,20,0.32
7/13/2023 14:20:57,5,3,9.52,20.93,1.27,38,0.6
7/13/2023 14:20:57,6,5,9.52,21.91,0.82,68,1.08
7/13/2023 14:20:58,7,6,9.52,22.16,0.72,104,1.65
7/13/2023 14:20:59,8,7,9.52,21.8,0.68,144,2.28
7/13/2023 14:21:0,9,7,9.52,21.65,0.68,185,2.93
7/13/2023 14:21:1,10,8,9.52,20.96,0.73,230,3.65
7/13/2023 14:21:2,11,8,9.52,20.9,0.62,276,4.38
7/13/2023 14:21:3,12,8,9.52,20.46,0.75,321,5.09
7/13/2023 14:21:3,13,8,9.52,19.77,0.92,366,5.81
7/13/2023 14:21:3,14,5,9.52,19.36,1.53,395,6.27
7/13/2023 14:21:4,15,3,9.52,19.3,2.13,413,6.55
7/13/2023 14:21:4,16,2,9.52,19.31,3.0,425,6.74
7/13/2023 14:21:4,17,1,9.52,19.39,5.0,431,6.84
7/13/2023 14:21:4,18,2,9.52,19.21,7.5,439,6.96
7/13/2023 14:21:4,19,1,9.52,19.13,12.0,445,7.06
7/13/2023 14:21:4,20,1,9.52,19.07,20.0,449,7.12
7/13/2023 14:21:5,21,1,9.52,19.03,30.0,452,7.17
7/13/2023 14:21:5,22,1,9.52,18.99,30.0,455,7.22
7/13/2023 14:21:5,23,1,9.52,18.94,30.0,458,7.26
7/13/2023 14:23:32,0,1,9.6,14.51,60.0,2,0.03
7/13/2023 14:23:32,1,1,9.6,14.45,60.0,4,0.06
7/13/2023 14:23:32,2,1,9.6,13.21,20.0,8,0.13
7/13/2023 14:23:32,3,1,9.6,14.81,10.0,14,0.22
7/13/2023 14:23:32,4,1,9.6,19.05,2.85,20,0.32
7/13/2023 14:23:32,5,3,9.6,21.7,1.25,38,0.61
7/13/2023 14:23:33,6,5,9.6,21.86,0.9,67,1.07
7/13/2023 14:23:33,7,6,9.6,22.24,0.68,102,1.63
7/13/2023 14:23:34,8,7,9.6,22.08,0.65,142,2.27
7/13/2023 14:23:34,9,7,9.6,21.93,0.67,182,2.91
7/13/2023 14:23:35,10,8,9.6,21.31,0.72,227,3.63
7/13/2023 14:23:35,11,8,9.6,21.18,0.63,273,4.37
7/13/2023 14:23:36,12,8,9.6,20.87,0.7,318,5.09
7/13/2023 14:23:36,13,8,9.6,19.95,1.0,362,5.79
7/13/2023 14:23:36,14,5,9.6,19.48,1.62,390,6.24
7/13/2023 14:23:37,15,3,9.6,19.44,2.07,408,6.53
7/13/2023 14:23:37,16,2,9.6,19.48,2.85,420,6.72
7/13/2023 14:23:37,17,1,9.6,19.57,4.6,426,6.82
7/13/2023 14:23:37,18,2,9.6,19.41,8.57,433,6.93
7/13/2023 14:23:37,19,1,9.6,19.33,12.0,439,7.02
7/13/2023 14:23:37,20,1,9.6,19.26,20.0,443,7.09
7/13/2023 14:23:37,21,1,9.6,19.22,30.0,446,7.14
7/13/2023 14:23:37,22,1,9.6,19.17,30.0,449,7.18
7/13/2023 14:23:37,23,1,9.6,19.13,30.0,452,7.23
7/13/2023 14:43:2,0,1,9.67,14.57,60.0,2,0.03
7/13/2023 14:43:2,1,1,9.67,14.53,60.0,4,0.06
7/13/2023 14:43:2,2,1,9.67,13.31,20.0,8,0.13
7/13/2023 14:43:2,3,1,9.67,14.96,10.0,14,0.23
7/13/2023 14:43:2,4,1,9.67,19.23,2.72,20,0.32
7/13/2023 14:43:2,5,3,9.67,21.88,1.25,38,0.61
7/13/2023 14:43:3,6,5,9.67,22.18,0.87,67,1.08
7/13/2023 14:43:3,7,6,9.67,22.48,0.7,102,1.64
7/13/2023 14:43:4,8,7,9.67,22.31,0.65,142,2.29
7/13/2023 14:43:5,9,7,9.67,22.11,0.67,181,2.92
7/13/2023 14:43:6,10,8,9.67,21.61,0.67,225,3.62
7/13/2023 14:43:6,11,8,9.67,21.36,0.65,270,4.35
7/13/2023 14:43:7,12,8,9.67,20.95,0.73,314,5.06
7/13/2023 14:43:7,13,8,9.67,20.08,0.98,358,5.77
7/13/2023 14:43:8,14,5,9.67,19.71,1.5,386,6.22
7/13/2023 14:43:8,15,3,9.67,19.66,2.07,403,6.49
7/13/2023 14:43:9,16,2,9.67,19.69,2.85,415,6.69
7/13/2023 14:43:9,17,1,9.67,19.76,5.45,421,6.78
7/13/2023 14:43:9,18,2,9.67,19.56,6.67,430,6.93
7/13/2023 14:43:10,19,1,9.67,19.53,10.0,436,7.02
7/13/2023 14:43:10,20,1,9.67,19.46,20.0,440,7.09
7/13/2023 14:43:10,21,1,9.67,19.41,30.0,443,7.14
7/13/2023 14:43:10,22,1,9.67,19.37,30.0,446,7.19
7/13/2023 14:43:10,23,1,9.67,19.33,30.0,449,7.23
7/13/2023 14:47:53,0,1,9.67,14.54,60.0,2,0.03
7/13/2023 14:51:26,1,1,9.67,14.6,60.0,4,0.06
7/13/2023 14:51:33,2,1,9.67,13.33,20.0,8,0.13
7/13/2023 14:51:42,3,1,9.67,13.6,12.0,14,0.23
7/13/2023 14:52:1,4,1,9.67,18.28,2.72,20,0.32
7/13/2023 15:9:16,0,1,9.57,9.56,60.0,1,0.02
7/13/2023 15:9:16,1,1,9.57,9.53,60.0,2,0.03
7/13/2023 15:9:16,2,1,9.57,9.52,20.0,5,0.08
7/13/2023 15:9:16,3,1,9.57,9.55,10.0,10,0.16
7/13/2023 15:9:17,4,1,9.57,14.13,2.72,15,0.24
7/13/2023 15:9:17,5,3,9.57,37.33,1.3,33,0.53
7/13/2023 15:9:17,6,5,9.57,68.82,0.82,63,1.0
7/13/2023 15:9:18,7,6,9.57,67.94,0.67,99,1.58
7/13/2023 15:9:20,8,7,9.57,91.7,0.75,141,2.25
7/13/2023 15:9:21,9,7,9.57,91.75,0.67,183,2.92
7/13/2023 15:9:25,10,8,9.57,83.7,0.68,231,3.68
7/13/2023 15:9:31,11,8,9.57,95.78,0.68,279,4.45
7/13/2023 15:9:44,12,8,9.57,108.78,0.67,327,5.21
7/13/2023 15:19:51,0,1,9.65,9.68,60.0,1,0.02
7/13/2023 15:19:55,1,1,9.65,9.68,60.0,1,0.02
7/13/2023 15:20:2,2,1,9.65,9.64,20.0,3,0.05
7/13/2023 15:20:14,3,1,9.65,9.67,10.0,8,0.13
7/13/2023 15:20:36,4,1,9.65,15.02,2.72,13,0.21
7/13/2023 15:21:40,5,3,9.65,39.41,1.2,31,0.5
7/13/2023 15:23:1,0,1,9.6,9.57,60.0,1,0.02
7/13/2023 15:23:1,1,1,9.6,9.57,60.0,1,0.02
7/13/2023 15:23:1,2,1,9.6,9.6,20.0,3,0.05
7/13/2023 15:23:1,3,1,9.6,9.61,10.0,8,0.13
7/13/2023 15:23:2,4,1,9.6,17.82,2.6,14,0.22
7/13/2023 15:23:2,5,3,9.6,42.17,1.27,32,0.51
7/13/2023 15:23:6,6,5,9.6,72.31,0.93,62,0.99
7/13/2023 15:23:11,7,6,9.6,67.3,0.73,98,1.57
7/13/2023 15:23:13,8,7,9.6,92.5,0.75,140,2.24
7/13/2023 15:23:17,9,7,9.6,94.84,0.68,182,2.91
7/13/2023 15:23:22,10,8,9.6,86.88,0.72,230,3.68
7/13/2023 15:23:30,11,8,9.6,95.6,0.67,278,4.45
7/13/2023 15:23:42,12,8,9.6,111.02,0.72,326,5.22
7/13/2023 15:24:3,13,8,9.6,114.83,1.05,374,5.98
7/13/2023 15:25:8,14,5,9.6,113.99,1.5,404,6.46
7/13/2023 15:26:49,15,3,9.6,112.68,2.13,422,6.75
7/13/2023 15:29:33,0,1,9.62,9.53,60.0,1,0.02
7/13/2023 15:29:36,1,1,9.62,9.53,60.0,1,0.02
7/13/2023 15:29:41,2,1,9.62,9.67,20.0,4,0.06
7/13/2023 15:29:48,3,1,9.62,14.1,12.0,9,0.14
7/13/2023 15:30:5,4,1,9.62,22.73,2.4,15,0.24
